URL,Verdict,Evidence needed,Proposed role,Preferred query cluster,Internal-link plan,CTA,Priority,Visible words,Google coverage,Impr 16m,In-content inlinks
/blog/case-study-boutique-hotel-rfid-keycard-cost-reduction/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: Case Study),hub ↔ spoke per Phase 7,RFQ,P0,2347,Discovered - currently not indexed,0,3
/blog/case-study-regional-hospital-rfid-surgical-sponge-rss-prevention/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: Case Study),hub ↔ spoke per Phase 7,RFQ,P0,2365,Discovered - currently not indexed,0,4
/blog/case-study-restaurant-group-nfc-review-cards-google-reviews-320-percent/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: Case Study),hub ↔ spoke per Phase 7,RFQ,P0,1942,Discovered - currently not indexed,0,3
/blog/china-rfid-factory-audit-checklist/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: China RFID Factory Audit),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2276,Discovered - currently not indexed,0,14
/blog/cost-per-rfid-tag-2026/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: Cost Per RFID Tag in 2026),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2724,Discovered - currently not indexed,0,8
/blog/desfire-ev1-vs-ev2-vs-ev3/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: DESFire EV1 vs EV2 vs EV3 Security Levels),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2474,Discovered - currently not indexed,0,7
/blog/digital-product-passports-nfc/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: Digital Product Passports and NFC Tags),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2660,Discovered - currently not indexed,0,9
/blog/eu-battery-passport-rfid-nfc-implementation/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: EU Battery Passport),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2314,Discovered - currently not indexed,0,7
/blog/hotel-key-card-not-working-troubleshooting/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: Hotel Key Card Not Working? Check These First),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2973,Discovered - currently not indexed,0,8
/blog/how-far-uhf-rfid-tag-read/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (3),Informational,(inferred from H1: How Far Can a UHF RFID Tag Be Read?),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2378,Discovered - currently not indexed,0,10
/blog/how-hotel-rfid-key-cards-work/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures,Informational,(inferred from H1: How Hotel RFID Key Cards Work),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2864,Discovered - currently not indexed,0,15
/blog/how-to-program-nfc-tags/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (6),Informational,(inferred from H1: How to Program NFC Tags and Stickers),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2803,Discovered - currently not indexed,0,6
/blog/mifare-classic-vs-desfire-hotel-chips/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures,Informational,(inferred from H1: MIFARE Classic vs DESFire),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2715,Discovered - currently not indexed,0,11
/blog/rfid-asset-tracking-warehouses/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures,Informational,(inferred from H1: RFID Asset Tracking for Warehouses),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2764,Discovered - currently not indexed,0,9
/blog/rfid-event-access-control-setup/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures,Informational,(inferred from H1: How to Set Up RFID Event Access Control),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2320,Discovered - currently not indexed,0,6
/blog/rfid-event-wristband-revenue-impact/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (4),Informational,(inferred from H1: How RFID Wristbands Lift Event Revenue),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2189,Discovered - currently not indexed,0,6
/blog/rfid-frequencies-lf-hf-uhf-explained/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures,Informational,(inferred from H1: RFID Frequencies Explained),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,3321,Crawled - currently not indexed,3,13
/blog/rfid-inventory-roi-calculator/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (4),Informational,(inferred from H1: RFID Inventory ROI Calculator),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2317,Discovered - currently not indexed,0,10
/blog/rfid-manufacturer-iso-9001-14001-certification-verification/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,—,Informational,(inferred from H1: Verifying ISO 9001/14001 RFID Manufacturers),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2366,Discovered - currently not indexed,0,11
/blog/rfid-retail-inventory-management/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (4),Informational,(inferred from H1: RFID for Retail Inventory Management),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2781,Discovered - currently not indexed,0,6
/blog/rfid-rfp-template-questions-suppliers/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (4),Informational,(inferred from H1: RFID RFP Template),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2409,Discovered - currently not indexed,0,11
/blog/rfid-shipping-air-vs-sea-freight-cost-tradeoff/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,remove superlatives (4),Informational,(inferred from H1: RFID Tag Shipping),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,2399,Discovered - currently not indexed,0,9
/blog/rfid-wristbands-festivals-events/,Keep; if a solution page owns the same job (e.g. rfid-key-fob-access-control) fold into it,test conditions for performance figures; remove superlatives (4),Informational,(inferred from H1: RFID Wristbands for Festivals and Events),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,3061,Discovered - currently not indexed,0,7
/case-studies/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: Real deployments. Measurable results.),hub ↔ spoke per Phase 7,RFQ,P0,728,Soft 404,0,5
/case-studies/hospitality-hotel-key-card-rollout/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: 28-Property Hotel Key Card Rollout),hub ↔ spoke per Phase 7,RFQ,P0,2656,Discovered - currently not indexed,0,3
/case-studies/industrial-laundry-pps-rfid-tag/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: 250+ Wash Cycles),hub ↔ spoke per Phase 7,RFQ,P0,2110,Discovered - currently not indexed,0,3
/case-studies/library-icode-slix2-self-service/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: 47-Branch ICODE SLIX2 Self-Service Migration),hub ↔ spoke per Phase 7,RFQ,P0,2329,Discovered - currently not indexed,0,5
/case-studies/music-festival-uhf-wristband/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),"(inferred from H1: 180,000 UHF Wristbands)",hub ↔ spoke per Phase 7,RFQ,P0,2436,Discovered - currently not indexed,0,6
/case-studies/pharmaceutical-dscsa-uhf-rfid/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: DSCSA UHF Labels at 380M Units/Year),hub ↔ spoke per Phase 7,RFQ,P0,2001,Discovered - currently not indexed,0,5
/case-studies/restaurant-google-review-nfc-card/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: 3.1× Review Lift),hub ↔ spoke per Phase 7,RFQ,P0,2485,Discovered - currently not indexed,0,5
/case-studies/retail-apparel-uhf-rfid-source-tagging/,Evidence needed → relabel as worked example or remove,first-party evidence (Phase 4),Evidence page (currently unverified),(inferred from H1: UHF Source-Tagging at 11M Tags/Year),hub ↔ spoke per Phase 7,RFQ,P0,2487,Discovered - currently not indexed,0,3
/compare/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: RFID & NFC Comparison Library),hub ↔ spoke per Phase 7,sample / compatibility review,P2,780,Submitted and indexed,7,18
/compare/125khz-vs-13.56mhz-rfid/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: 125 kHz Vs 13.56 MHz RFID),hub ↔ spoke per Phase 7,sample / compatibility review,P2,4183,Discovered - currently not indexed,0,25
/compare/acr1252u-vs-omnikey-5022/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: ACR1252U vs HID Omnikey 5022),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3454,Discovered - currently not indexed,0,4
/compare/active-vs-passive-rfid/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: Active RFID vs Passive RFID),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2969,Discovered - currently not indexed,0,11
/compare/chip-vs-chip/,Rewrite: add selection content or fold into parent hub; add to sitemap; link from body,—,Cluster hub,(inferred from H1: 💾 Chip vs Chip),hub ↔ spoke per Phase 7,sample / compatibility review,P1,160,URL is unknown to Google,0,0
/compare/em4100-vs-t5577/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: EM4100 vs T5577),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2536,Discovered - currently not indexed,0,6
/compare/form-factor-material/,Rewrite: add selection content or fold into parent hub; add to sitemap; link from body,—,Cluster hub,(inferred from H1: 🎨 Form Factor & Material),hub ↔ spoke per Phase 7,sample / compatibility review,P1,348,URL is unknown to Google,0,0
/compare/frequency-tech/,Rewrite: add selection content or fold into parent hub; add to sitemap; link from body,—,Cluster hub,(inferred from H1: 📊 Frequency & Tech),hub ↔ spoke per Phase 7,sample / compatibility review,P1,295,URL is unknown to Google,0,0
/compare/google-review-nfc-card-vs-nfc-sticker/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: Google Review NFC Card vs NFC Sticker),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2751,Discovered - currently not indexed,0,26
/compare/hf-vs-uhf-rfid-for-asset-tracking/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures; remove superlatives (4),Evaluation: decision table,(inferred from H1: HF Vs UHF RFID For Asset Tracking),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3701,Discovered - currently not indexed,0,14
/compare/hotel-key-cards-vs-hotel-wristbands/,Keep; make the decision table the first section; link to the buy page,remove superlatives (4),Evaluation: decision table,(inferred from H1: Hotel Key Cards vs Hotel Wristbands),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3087,Discovered - currently not indexed,0,14
/compare/impinj-r700-vs-zebra-fx9600/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: Impinj R700 vs Zebra FX9600),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3034,Discovered - currently not indexed,0,10
/compare/keyfob-vs-card-vs-wristband-access-control/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures; remove superlatives (3),Evaluation: decision table,(inferred from H1: Keyfob Vs Card Vs Wristband For Access Control),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3445,Discovered - currently not indexed,0,13
/compare/metal-vs-wood-vs-pvc-nfc-business-cards/,Keep; make the decision table the first section; link to the buy page,remove superlatives (3),Evaluation: decision table,(inferred from H1: Metal vs Wood vs PVC NFC Business Cards),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3246,Discovered - currently not indexed,0,17
/compare/mifare-classic-vs-plus-vs-desfire-hotel-locks/,Keep; make the decision table the first section; link to the buy page,remove superlatives (3),Evaluation: decision table,(inferred from H1: MIFARE Classic vs Plus vs DESFire for Hotel Locks),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3141,Discovered - currently not indexed,0,86
/compare/mifare-plus-ev2-vs-desfire-ev3/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: MIFARE Plus vs MIFARE DESFire),hub ↔ spoke per Phase 7,sample / compatibility review,P2,4529,Discovered - currently not indexed,0,45
/compare/nfc-review-card-vs-qr-review-stand/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: NFC Review Card vs QR Review Stand),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2874,Discovered - currently not indexed,0,25
/compare/nfc-vs-bluetooth/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: NFC vs Bluetooth),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3304,Discovered - currently not indexed,0,5
/compare/ntag213-vs-ntag215-vs-ntag216/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: NTAG213 vs NTAG215 vs NTAG216),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3487,Discovered - currently not indexed,0,57
/compare/on-metal-nfc-labels-vs-standard-nfc-stickers/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: On-Metal NFC Labels vs Standard NFC Stickers),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2919,Discovered - currently not indexed,0,7
/compare/pps-vs-silicone-vs-textile-rfid-laundry-tags/,Keep; make the decision table the first section; link to the buy page,remove superlatives (6),Evaluation: decision table,(inferred from H1: PPS vs Silicone vs Textile RFID Laundry Tags),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3154,Discovered - currently not indexed,0,12
/compare/pvc-vs-wood-vs-pla-hotel-key-cards/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: PVC vs Wood vs PLA Hotel Key Cards),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3432,URL is unknown to Google,0,15
/compare/reader-vs-reader/,Rewrite: add selection content or fold into parent hub; add to sitemap; link from body,—,Cluster hub,(inferred from H1: 📡 Reader vs Reader),hub ↔ spoke per Phase 7,sample / compatibility review,P1,93,URL is unknown to Google,0,0
/compare/rfid-vs-barcode/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: RFID vs Barcode),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3370,Discovered - currently not indexed,0,14
/compare/rfid-vs-ble-asset-tracking/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: RFID vs BLE for Asset Tracking),hub ↔ spoke per Phase 7,sample / compatibility review,P2,2916,Discovered - currently not indexed,0,5
/compare/rfid-vs-magnetic-hotel-key-cards/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: RFID vs Magnetic Stripe Hotel Key Cards),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3150,Discovered - currently not indexed,0,24
/compare/rfid-vs-qr-code/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures,Evaluation: decision table,(inferred from H1: RFID vs QR Code),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3381,Submitted and indexed,24,11
/compare/rfid-wristband-vs-rfid-card/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures; remove superlatives (3),Evaluation: decision table,(inferred from H1: RFID Wristband Vs RFID Card),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3721,Discovered - currently not indexed,0,11
/compare/rfid-wristbands-hotels-vs-events-vs-resorts/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: RFID Wristbands For Hotels Vs Events Vs Resorts),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3926,Discovered - currently not indexed,0,13
/compare/silicone-vs-fabric-vs-woven-rfid-wristbands/,Keep; make the decision table the first section; link to the buy page,remove superlatives (3),Evaluation: decision table,(inferred from H1: Silicone vs Fabric vs Woven RFID Wristbands),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3948,Crawled - currently not indexed,0,24
/compare/ucode8-vs-ucode9-vs-monza-r6-vs-higgs9/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: NXP UCODE 8 vs UCODE 9 vs Impinj Monza R6 vs Alien Higgs-9),hub ↔ spoke per Phase 7,sample / compatibility review,P2,4053,Discovered - currently not indexed,0,90
/compare/uhf-vs-hf-rfid-laundry-tags/,Keep; make the decision table the first section; link to the buy page,test conditions for performance figures; remove superlatives (4),Evaluation: decision table,(inferred from H1: UHF vs HF RFID Laundry Tags),hub ↔ spoke per Phase 7,sample / compatibility review,P2,3297,Discovered - currently not indexed,0,10
/compare/uhf-vs-hf-rfid/,Keep; make the decision table the first section; link to the buy page,—,Evaluation: decision table,(inferred from H1: UHF RFID Vs HF RFID),hub ↔ spoke per Phase 7,sample / compatibility review,P2,4300,Discovered - currently not indexed,0,34
/compatibility/,Keep; qualify acceptance statements; add test matrix,compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: RFID & NFC Hotel Lock Compatibility),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,268,Discovered - currently not indexed,0,16
/compatibility/be-tech-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: Be-Tech Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4160,Discovered - currently not indexed,0,4
/compatibility/hafele-dialock-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: Hafele Dialock Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4223,Discovered - currently not indexed,0,4
/compatibility/miwa-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: MIWA Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4356,Discovered - currently not indexed,0,4
/compatibility/onity-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: Onity Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4958,Discovered - currently not indexed,0,8
/compatibility/saflok-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: Saflok Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4412,Discovered - currently not indexed,0,9
/compatibility/salto-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: SALTO Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,4540,URL is unknown to Google,0,8
/compatibility/vingcard-hotel-key-cards/,Keep; qualify acceptance statements; add test matrix,test conditions for performance figures; compatibility test matrix,Evaluation: lock-brand compatibility check,(inferred from H1: Vingcard Hotel Key Cards),from /solutions/hotel-key-cards/ and product cards,compatibility review (contact with lock model),P1,5386,Discovered - currently not indexed,0,7
/contact/,Keep,remove superlatives (4),contact,(inferred from H1: Talk to a Proud Tek RFID specialist),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,199,Submitted and indexed,89,28
/contact/access-control-keyfobs/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (5),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Keyfob And Access Control Inquiry),hub ↔ spoke per Phase 7,contact form,P2,783,Submitted and indexed,7,18
/contact/custom-rfid-cards/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Custom RFID Card Inquiry),hub ↔ spoke per Phase 7,contact form,P2,808,Discovered - currently not indexed,0,69
/contact/event-rfid/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Event RFID Project Inquiry),hub ↔ spoke per Phase 7,contact form,P2,804,Discovered - currently not indexed,0,24
/contact/hotel-rfid/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Hotel RFID Project Inquiry),hub ↔ spoke per Phase 7,contact form,P2,827,Discovered - currently not indexed,0,36
/contact/laundry-rfid/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Laundry RFID Project Inquiry),hub ↔ spoke per Phase 7,contact form,P2,816,Discovered - currently not indexed,0,10
/contact/nfc-branding-cards/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: NFC Card And Review Card Inquiry),hub ↔ spoke per Phase 7,contact form,P2,829,Discovered - currently not indexed,0,52
/contact/rfid-labels-tags/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (5),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: RFID Labels And Tags Inquiry),hub ↔ spoke per Phase 7,contact form,P2,829,Discovered - currently not indexed,0,127
/contact/rfid-readers/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (3),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: RFID Reader Project Inquiry),hub ↔ spoke per Phase 7,contact form,P2,807,Discovered - currently not indexed,0,17
/contact/vehicle-rfid/,NOINDEX_CANDIDATE (keep for UX) — report impact first (one variant is indexed and earns impressions),remove superlatives (4),"Intent-specific contact form (templated, Jaccard 0.4 vs siblings)",(inferred from H1: Vehicle RFID Project Inquiry),hub ↔ spoke per Phase 7,contact form,P2,800,URL is unknown to Google,0,3
/faq/,Keep,—,faq,(inferred from H1: RFID FAQ for Buyers),hub ↔ spoke per Phase 7,read guide → compare → RFQ,P2,686,Submitted and indexed,47,9
