file,group,action,count
src/content/editorial/blog/java-cards-smart-card-os-explained.json,blog,injected,2
src/content/editorial/blog/magnetic-stripe-vs-rfid-hotel-cards.json,blog,injected,3
src/content/editorial/blog/manual-inventory-counting-errors-rfid.json,blog,skip_low_hits,0
src/content/editorial/blog/metal-nfc-cards-business-networking.json,blog,skip_low_hits,1
src/content/editorial/blog/mifare-classic-vs-desfire-hotel-chips.json,blog,injected,3
src/content/editorial/blog/nfc-business-cards-guide.json,blog,injected,3
src/content/editorial/blog/nfc-card-clone-security-prevention.json,blog,injected,4
src/content/editorial/blog/nfc-christmas-gift-tags.json,blog,injected,2
src/content/editorial/blog/nfc-door-locks-rfid-cards.json,blog,injected,2
src/content/editorial/blog/nfc-product-authentication.json,blog,injected,3
src/content/editorial/blog/nfc-smart-rings-guide.json,blog,injected,4
src/content/editorial/blog/nfc-stickers-marketing-campaigns.json,blog,skip_low_hits,1
src/content/editorial/blog/nfc-tag-not-scanning-iphone-fix.json,blog,injected,4
src/content/editorial/blog/nfc-tap-google-review.json,blog,skip_low_hits,1
src/content/editorial/blog/nfc-wedding-favor-tags.json,blog,skip_low_hits,1
src/content/editorial/blog/ntag213-vs-ntag215-vs-ntag216.json,blog,injected,4
src/content/editorial/blog/pps-vs-silicone-vs-textile-laundry-tags.json,blog,injected,4
src/content/editorial/blog/rain-rfid-2026-trends.json,blog,injected,4
src/content/editorial/blog/rfid-asset-tracking-cost-benefit.json,blog,injected,2
src/content/editorial/blog/rfid-asset-tracking-warehouses.json,blog,injected,4
src/content/editorial/blog/rfid-card-demagnetized-myth-explained.json,blog,injected,2
src/content/editorial/blog/rfid-card-how-it-works.json,blog,injected,4
src/content/editorial/blog/rfid-card-materials-pvc-pet-abs-wood.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-conference-badges-guide.json,blog,injected,2
src/content/editorial/blog/rfid-data-encoding-memory.json,blog,injected,4
src/content/editorial/blog/rfid-elevator-floor-access.json,blog,injected,4
src/content/editorial/blog/rfid-event-access-control-setup.json,blog,injected,3
src/content/editorial/blog/rfid-event-wristband-revenue-impact.json,blog,injected,2
src/content/editorial/blog/rfid-frequencies-lf-hf-uhf-explained.json,blog,injected,4
src/content/editorial/blog/rfid-healthcare-patient-tracking.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-hotel-keycard-cost-comparison.json,blog,injected,2
src/content/editorial/blog/rfid-interference-metal-environment-solutions.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-inventory-roi-calculator.json,blog,skip_low_hits,0
src/content/editorial/blog/rfid-key-fob-access-control.json,blog,injected,3
src/content/editorial/blog/rfid-laundry-system-payback-period.json,blog,injected,2
src/content/editorial/blog/rfid-laundry-system-roi.json,blog,injected,2
src/content/editorial/blog/rfid-laundry-tags-buyers-guide.json,blog,injected,4
src/content/editorial/blog/rfid-led-tags-warehouse-location.json,blog,injected,4
src/content/editorial/blog/rfid-logistics-supply-chain.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-marathon-race-timing-setup.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-market-trends-forecast.json,blog,injected,4
src/content/editorial/blog/rfid-reader-not-detecting-tags-troubleshooting.json,blog,injected,4
src/content/editorial/blog/rfid-retail-inventory-management.json,blog,injected,2
src/content/editorial/blog/rfid-retail-shrinkage-reduction-data.json,blog,skip_low_hits,0
src/content/editorial/blog/rfid-ski-pass-card-season.json,blog,injected,4
src/content/editorial/blog/rfid-sustainability-circular-economy.json,blog,injected,4
src/content/editorial/blog/rfid-system-cost-small-business.json,blog,skip_low_hits,1
src/content/editorial/blog/rfid-tag-lifespan-duration.json,blog,skip_low_hits,0
src/content/editorial/blog/rfid-tag-read-range-optimization.json,blog,injected,3
src/content/editorial/blog/rfid-vs-manual-counting-savings.json,blog,skip_low_hits,0
src/content/editorial/blog/rfid-vs-qr-codes-events.json,blog,injected,2
src/content/editorial/blog/rfid-warehouse-labor-savings.json,blog,skip_low_hits,0
src/content/editorial/blog/rfid-windshield-tags-vehicle-id.json,blog,injected,4
src/content/editorial/blog/rfid-wristbands-festivals-events.json,blog,injected,4
src/content/editorial/blog/rfid-wristbands-hotels-resorts.json,blog,injected,4
src/content/editorial/blog/rfid-wristbands-music-festival-2026.json,blog,injected,2
src/content/editorial/blog/silicone-vs-fabric-vs-tyvek-wristbands.json,blog,injected,4
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,blog,injected,2
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,blog,injected,4
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,blog,injected,4
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,blog,skip_low_hits,1
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,blog,skip_low_hits,1
src/content/editorial/blog/what-is-mifare-complete-guide.json,blog,injected,4
src/content/editorial/blog/which-nfc-chip-most-memory.json,blog,injected,4
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,blog,skip_low_hits,1
src/content/editorial/compare.json,compare,skip_low_hits,0
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,compare,injected,4
src/content/editorial/compare/active-vs-passive-rfid.json,compare,injected,3
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,compare,injected,2
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,compare,injected,4
src/content/editorial/compare/hotel-key-cards-vs-hotel-wristbands.json,compare,injected,2
src/content/editorial/compare/keyfob-vs-card-vs-wristband-access-control.json,compare,injected,4
src/content/editorial/compare/metal-vs-wood-vs-pvc-nfc-business-cards.json,compare,skip_low_hits,1
src/content/editorial/compare/mifare-classic-vs-plus-vs-desfire-hotel-locks.json,compare,injected,4
src/content/editorial/compare/mifare-plus-ev2-vs-desfire-ev3.json,compare,injected,4
src/content/editorial/compare/mifare-plus-vs-desfire.json,compare,injected,3
src/content/editorial/compare/nfc-review-card-vs-qr-review-stand.json,compare,skip_low_hits,1
src/content/editorial/compare/nfc-vs-bluetooth.json,compare,skip_low_hits,1
src/content/editorial/compare/ntag213-vs-ntag215-vs-ntag216.json,compare,injected,2
src/content/editorial/compare/on-metal-nfc-labels-vs-standard-nfc-stickers.json,compare,skip_low_hits,0
src/content/editorial/compare/pps-vs-silicone-laundry-tags.json,compare,injected,3
src/content/editorial/compare/pps-vs-silicone-vs-textile-rfid-laundry-tags.json,compare,injected,4
src/content/editorial/compare/pvc-vs-wood-vs-pla-hotel-key-cards.json,compare,injected,3
src/content/editorial/compare/rfid-hotel-card-vs-magnetic-stripe.json,compare,skip_low_hits,1
src/content/editorial/compare/rfid-vs-barcode.json,compare,skip_low_hits,0
src/content/editorial/compare/rfid-vs-ble-asset-tracking.json,compare,skip_low_hits,0
src/content/editorial/compare/rfid-vs-magnetic-hotel-key-cards.json,compare,skip_low_hits,0
src/content/editorial/compare/rfid-vs-qr-code.json,compare,injected,3
src/content/editorial/compare/rfid-wristband-vs-rfid-card.json,compare,injected,3
src/content/editorial/compare/rfid-wristbands-hotels-vs-events-vs-resorts.json,compare,injected,2
src/content/editorial/compare/silicone-vs-fabric-vs-woven-rfid-wristbands.json,compare,injected,3
src/content/editorial/compare/uhf-vs-hf-rfid-laundry-tags.json,compare,injected,4
src/content/editorial/compare/uhf-vs-hf-rfid.json,compare,injected,4
src/content/editorial/compatibility.json,compatibility,skip_group,0
src/content/editorial/compatibility/be-tech-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/hafele-dialock-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/miwa-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/onity-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/saflok-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/salto-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/compatibility/vingcard-hotel-key-cards.json,compatibility,skip_group,0
src/content/editorial/contact/access-control-keyfobs.json,contact,skip_group,0
src/content/editorial/contact/custom-rfid-cards.json,contact,skip_group,0
src/content/editorial/contact/event-rfid.json,contact,skip_group,0
src/content/editorial/contact/hotel-rfid.json,contact,skip_group,0
src/content/editorial/contact/laundry-rfid.json,contact,skip_group,0
src/content/editorial/contact/nfc-branding-cards.json,contact,skip_group,0
src/content/editorial/contact/rfid-labels-tags.json,contact,skip_group,0
src/content/editorial/contact/rfid-readers.json,contact,skip_group,0
src/content/editorial/contact/vehicle-rfid.json,contact,skip_group,0
src/content/editorial/guides.json,guides,skip_low_hits,0
src/content/editorial/guides/california-rfid-privacy-law.json,guides,injected,2
src/content/editorial/guides/epc-gen2-uhf-rfid.json,guides,injected,4
src/content/editorial/guides/eu-digital-product-passport-2027.json,guides,injected,3
src/content/editorial/guides/fda-rfid-pharmaceutical-tracking.json,guides,injected,3
src/content/editorial/guides/google-review-card-design-and-copy.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-card-placement-guide.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-card-staff-prompt-playbook.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-cards-for-auto-dealerships.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-cards-for-dental-groups.json,guides,injected,2
src/content/editorial/guides/google-review-cards-for-fitness-franchises.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-cards-for-hotel-groups.json,guides,skip_low_hits,0
src/content/editorial/guides/google-review-cards-for-multi-location-brands.json,guides,injected,2
src/content/editorial/guides/google-review-cards-for-restaurant-franchises.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-cards-for-salon-chains.json,guides,skip_low_hits,1
src/content/editorial/guides/google-review-nfc-card-setup.json,guides,skip_low_hits,1
src/content/editorial/guides/gs1-epc-encoding-guide.json,guides,injected,2
src/content/editorial/guides/hotel-key-card-artwork-and-printing-checklist.json,guides,skip_low_hits,0
src/content/editorial/guides/hotel-key-card-encoding.json,guides,injected,3
src/content/editorial/guides/hotel-key-card-material-selection.json,guides,skip_low_hits,0
src/content/editorial/guides/hotel-key-card-sample-planning.json,guides,skip_low_hits,1
src/content/editorial/guides/iso-14443-explained.json,guides,injected,4
src/content/editorial/guides/iso-18000-6c-uhf-rfid-standard.json,guides,injected,4
src/content/editorial/guides/item-level-rfid-tagging-mandate.json,guides,skip_low_hits,1
src/content/editorial/guides/nfc-business-card-iphone-android-compatibility.json,guides,skip_low_hits,1
src/content/editorial/guides/nfc-ndef-format-explained.json,guides,injected,3
src/content/editorial/guides/nfc-rohs-reach-compliance.json,guides,injected,4
src/content/editorial/guides/nfc-tag-programming-android-guide.json,guides,injected,4
src/content/editorial/guides/nfc-tag-programming-iphone.json,guides,skip_low_hits,1
src/content/editorial/guides/python-rfid-reader-library.json,guides,injected,4
src/content/editorial/guides/rain-rfid-explained.json,guides,injected,4
src/content/editorial/guides/rfid-ce-marking-europe.json,guides,injected,4
src/content/editorial/guides/rfid-food-safety-traceability.json,guides,skip_low_hits,0
src/content/editorial/guides/rfid-oracle-netsuite-integration.json,guides,skip_low_hits,0
src/content/editorial/guides/rfid-reader-writer-selection.json,guides,skip_low_hits,1
src/content/editorial/guides/rfid-sap-wms-integration.json,guides,skip_low_hits,0
src/content/editorial/guides/rfid-shopify-inventory-integration.json,guides,skip_low_hits,0
src/content/editorial/guides/rfid-tag-card-wristband-lifespan.json,guides,skip_low_hits,0
src/content/editorial/guides/uhf-rfid-reader-api-guide.json,guides,injected,4
src/content/editorial/guides/walmart-rfid-tagging-mandate.json,guides,injected,2
src/content/editorial/industries/agriculture.json,products,skip_group,0
src/content/editorial/industries/brand-protection.json,products,skip_group,0
src/content/editorial/industries/education.json,products,skip_group,0
src/content/editorial/industries/eu-compliance.json,products,skip_group,0
src/content/editorial/industries/events-venues.json,products,skip_group,0
src/content/editorial/industries/fitness.json,products,skip_group,0
src/content/editorial/industries/healthcare.json,products,skip_group,0
src/content/editorial/industries/hospitality.json,products,skip_group,0
src/content/editorial/industries/industrial.json,products,skip_group,0
src/content/editorial/industries/laundry-services.json,products,skip_group,0
src/content/editorial/industries/libraries.json,products,skip_group,0
src/content/editorial/industries/logistics.json,products,skip_group,0
src/content/editorial/industries/luxury-brands.json,products,skip_group,0
src/content/editorial/industries/pharmaceutical.json,products,skip_group,0
src/content/editorial/industries/retail-apparel.json,products,skip_group,0
src/content/editorial/lp/bulk-rfid-cards.json,lp,injected,4
src/content/editorial/lp/custom-rfid-card-printing.json,lp,injected,2
src/content/editorial/lp/nfc-tag-manufacturer-china.json,lp,injected,4
src/content/editorial/lp/nfc-tag-supplier.json,lp,skip_low_hits,1
src/content/editorial/lp/rfid-card-encoding-service.json,lp,injected,3
src/content/editorial/lp/rfid-card-manufacturer-china.json,lp,injected,4
src/content/editorial/lp/rfid-factory-direct-china.json,lp,injected,4
src/content/editorial/lp/rfid-label-manufacturer.json,lp,injected,2
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,lp,injected,4
src/content/editorial/lp/rfid-smart-card-manufacturer.json,lp,injected,4
src/content/editorial/lp/rfid-solution-provider.json,lp,injected,2
src/content/editorial/lp/rfid-tag-factory.json,lp,injected,3
src/content/editorial/lp/rfid-tag-wholesale.json,lp,injected,4
src/content/editorial/lp/rfid-wristband-manufacturer.json,lp,injected,4
src/content/editorial/lp/uhf-rfid-tag-manufacturer.json,lp,injected,4
src/content/editorial/markets/africa.json,markets,injected,4
src/content/editorial/markets/australia.json,markets,injected,4
src/content/editorial/markets/brazil.json,markets,injected,4
src/content/editorial/markets/dubai-uae.json,markets,injected,4
src/content/editorial/markets/germany.json,markets,injected,4
src/content/editorial/markets/india.json,markets,injected,4
src/content/editorial/markets/japan.json,markets,injected,3
src/content/editorial/markets/south-africa.json,markets,injected,3
src/content/editorial/markets/uk.json,markets,skip_low_hits,1
src/content/editorial/markets/usa.json,markets,injected,4
src/content/editorial/products/rfid-cards/dual-frequency-rfid-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/em4100-rfid-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/icode-slix-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/mifare-classic-1k-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/mifare-desfire-ev3-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/mifare-desfire-ev3-cards.json,solutions,injected,4
src/content/editorial/products/rfid-cards/mifare-plus-se-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/mifare-ultralight-c-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/mifare-ultralight-c-cards.json,products,skip_group,0
src/content/editorial/products/rfid-cards/nfc-card-custom-printing.json,products,skip_group,0
src/content/editorial/products/rfid-cards/nfc-warranty-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/ntag424-dna-tt-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-bamboo-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-blocking-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-card-assa-abloy-compatible.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-card-magnetic-stripe-combo.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-dual-frequency-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-employee-badge.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-gift-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-loyalty-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-membership-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-metal-business-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-parking-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-student-id-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/rfid-wooden-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/transparent-clear-nfc-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/transparent-nfc-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/uhf-rfid-card.json,products,skip_group,0
src/content/editorial/products/rfid-cards/wooden-nfc-business-card-engraved.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/dual-frequency-key-fob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/em4305-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/mifare-desfire-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/nfc-epoxy-key-tag.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/nfc-wood-keychain-tag.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-abs-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-coin-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-coin-tag.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-epoxy-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-leather-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-metal-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-silicone-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/rfid-wristwatch-tag.json,products,skip_group,0
src/content/editorial/products/rfid-keyfobs/t5577-keyfob.json,products,skip_group,0
src/content/editorial/products/rfid-labels/alien-higgs-9-uhf-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/impinj-m700-uhf-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/impinj-m800-uhf-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/long-range-uhf-windshield-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-anti-metal-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-art-provenance-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-battery-passport-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-cannabis-tracking-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-cosmetics-authentication-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-digital-product-passport-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-dry-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-electronics-warranty-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-event-ticket-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-food-traceability-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-gaming-collectible-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-luxury-handbag-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-olive-oil-authentication-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-pharmaceutical-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-shelf-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-smart-poster-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-sneaker-authentication-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-social-media-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-spirits-authentication-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-table-stand.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-tap-to-pay-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-warranty-seal-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-wet-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/nfc-wine-bottle-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/ntag213-nfc-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/ntag215-nfc-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/ntag216-nfc-sticker.json,products,skip_group,0
src/content/editorial/products/rfid-labels/ntag424-dna-tamper-evident-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-airline-baggage-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-asset-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-book-spine-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-cryogenic-specimen-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-document-tracking-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-dry-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-frozen-food-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-garment-source-tag.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-medication-vial-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-plant-nursery-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-shipping-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-specimen-slide-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-tamper-evident-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/rfid-wet-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-apparel-hang-tag-retail.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-blank-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-blood-bag-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-inlay.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-jewelry-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-pallet-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-paper-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-retail-price-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-tire-label.json,products,skip_group,0
src/content/editorial/products/rfid-labels/uhf-rfid-windshield-label.json,products,skip_group,0
src/content/editorial/products/rfid-tags/anti-metal-uhf-it-asset-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/high-temperature-rfid-tag-200c.json,products,skip_group,0
src/content/editorial/products/rfid-tags/nfc-pet-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-aircraft-part-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-ammo-can-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-anchor-bolt-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-animal-ear-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-anti-metal-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-blood-bag-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-bolt-seal.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-bolt-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-cable-seal-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-cable-tie-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-ceramic-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-coin-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-concrete-embed-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-drum-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-ear-tag-livestock.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-epoxy-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-eyelet-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-fire-extinguisher-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-fish-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-flag-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-gas-cylinder-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-glass-capsule-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-guard-tour-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-hang-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-helmet-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-high-temp-silicone-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-high-temperature-ceramic-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-hose-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-ibc-chemical-drum-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-jewelry-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-keg-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-library-book-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-livestock-leg-band.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-magnet-mount-tag.json,products,skip_group,0
src/content/editorial/products/rfid-tags/rfid-manhole-cover-tag.json,products,skip_group,0
